oe1-x,oe1-y,oe1-z,oe1-rotx,oe1-roty,oe1-rotz,oe2-x,oe2-y,oe2-z,oe2-rotx,oe2-roty,oe2-rotz,oe3-x,oe3-y,oe3-z,oe3-rotx,oe3-roty,oe3-rotz,oe4-x,oe4-y,oe4-z,oe4-rotx,oe4-roty,oe4-rotz,oe5-x,oe5-y,oe5-z,oe5-rotx,oe5-roty,oe5-rotz,oe6-x,oe6-y,oe6-z,oe6-rotx,oe6-roty,oe6-rotz,intensity
17.7853,6.7892,-0.0277,-0.0003,-0.0067,-1.6786,17.9131,-4.7582,-0.0852,-0.0014,0.0063,-14.5321,-11.5297,4.2378,0.0446,-0.0009,0.0051,0.409,-8.7177,0.6195,0.099,-0.0009,0.0116,1.5758,4.4286,3.2482,1.1684,-0.0219,-0.048,1.5703,4.0587,-2.2547,0.0088,-0.0033,-0.4285,-10.5628,37758
15.3493,-5.8485,-0.0154,-0.0009,0.0125,3.9162,11.8704,11.9282,0.0243,0.0023,-0.0002,-9.2745,6.0944,18.476,-0.002,0.0008,-0.0551,16.4551,8.5385,-1.9651,0.085,-0.0001,-0.0337,-0.6018,3.4701,10.1602,0.0022,0.0422,0.0363,4.1163,4.9837,1.42,0.0663,0.0076,-0.3005,6.846,6359
0.1657,0.4757,0.1631,-0.0016,-0.0162,-3.1499,0.7099,10.767,-0.2469,0.0023,0.0061,6.9106,3.9368,4.9306,0.049,-0.0008,-0.0153,-16.6839,1.8468,-2.4628,-0.0882,0.0,0.0417,1.4364,-2.4837,12.816,0.3976,0.2209,-0.0852,-4.2719,-5.0255,1.4913,-0.0454,-0.0046,-0.1239,7.6169,43276
-18.6754,-4.5774,0.0461,0.0016,-0.0015,3.5977,-9.7724,-11.3296,0.194,0.0014,-0.0044,-14.8985,8.1472,19.6001,-0.0774,0.0008,0.0318,3.3982,-7.2005,-2.0218,-0.0326,0.0005,-0.0353,-0.3383,-4.1746,-18.5492,-1.2199,0.2262,-0.0724,0.1332,3.2937,-1.0283,-0.0103,0.0037,-0.047,-11.8249,18945
17.9295,-14.3772,0.0033,-0.0015,-0.0043,2.1482,-9.6361,-10.9918,0.3868,0.0005,0.0004,-10.3654,2.758,-18.6578,0.0868,0.0002,-0.098,-16.0091,-1.6851,-1.9652,0.0989,0.0006,-0.0892,-1.0056,-6.362,-16.1651,-0.6956,0.1307,-0.0166,-2.4163,0.9967,0.8915,-0.0111,-0.0044,-0.3499,-9.3839,275
0.8087,18.5247,-0.0328,0.0001,-0.0269,-4.6491,-1.4239,5.6775,0.0201,0.0025,0.003,-1.9431,-4.9471,-2.6506,-0.0638,0.0002,-0.079,-3.573,2.9769,0.0667,-0.0812,-0.0004,-0.0373,-0.0447,-3.7957,3.2431,0.7869,0.3017,0.062,-2.6258,6.9929,-2.9619,-0.0268,-0.0023,0.1553,2.9463,0
-16.6222,-12.3056,-0.1513,0.0012,-0.008,4.3651,-8.6256,1.7745,-0.3026,-0.0029,-0.0007,12.174,-3.3045,-4.3288,-0.0839,0.0003,0.0591,17.2822,9.1407,-0.2133,0.07,0.0006,-0.0444,1.0618,-5.5896,10.1432,0.3666,0.1395,0.0048,-1.8291,4.3857,-0.6927,0.0919,-0.0,-0.0202,-8.91,6252
-0.4372,12.7141,-0.1733,-0.0012,-0.0217,2.0675,-9.6238,-10.0205,-0.3311,-0.0016,0.0007,-9.7096,-1.881,-5.7577,0.0791,0.0003,0.0891,15.7959,3.7619,2.8869,0.0977,0.0004,0.0491,-0.1234,5.5253,-14.14,0.385,-0.0382,-0.0735,1.8291,1.4775,-0.5493,-0.0743,0.0004,0.0149,-3.1818,2245
19.3102,3.8066,0.0842,0.0015,-0.0054,2.0311,11.3126,9.4691,0.3493,0.001,0.0027,15.3288,1.9095,-12.783,0.0411,0.0005,0.0945,6.0034,-7.4599,0.059,-0.0055,0.0007,0.0259,0.9988,-0.7764,-0.7017,1.2011,-0.1716,-0.0889,-4.3458,-8.0946,-0.6276,-0.0339,0.0022,-0.0319,14.7152,7473
8.9491,10.68,-0.1449,-0.0018,0.0089,0.0278,4.2578,-7.4515,0.0899,0.0028,0.0041,-18.8989,10.5384,9.7698,-0.0131,-0.0009,-0.003,-16.8077,8.0783,0.5001,-0.0493,-0.001,0.0336,0.8025,-5.274,-12.3402,0.1718,-0.0091,-0.03,-2.9367,5.4287,2.0077,-0.0066,0.0061,-0.2097,8.3085,49713
