oe1-x,oe1-y,oe1-z,oe1-rotx,oe1-roty,oe1-rotz,oe2-x,oe2-y,oe2-z,oe2-rotx,oe2-roty,oe2-rotz,oe3-x,oe3-y,oe3-z,oe3-rotx,oe3-roty,oe3-rotz,oe4-x,oe4-y,oe4-z,oe4-rotx,oe4-roty,oe4-rotz,oe5-x,oe5-y,oe5-z,oe5-rotx,oe5-roty,oe5-rotz,oe6-x,oe6-y,oe6-z,oe6-rotx,oe6-roty,oe6-rotz,intensity
4.7932,-18.8398,-0.0124,-0.0013,0.0066,4.6312,9.6715,-0.8526,-0.2027,0.0025,-0.006,14.8963,7.675,17.7343,0.0088,0.0005,-0.0986,-8.4278,9.2915,0.8641,0.0148,-0.0007,0.0713,1.4583,3.1667,16.036,-1.2659,0.1854,-0.0529,0.353,7.264,-2.5528,-0.0567,-0.0065,-0.2561,5.904,0
-11.5136,-5.5524,-0.1986,-0.0011,0.014,-4.7128,17.639,-8.2843,0.1423,-0.0001,0.0055,-18.1309,4.9567,-14.1719,-0.0324,0.0004,-0.0954,-12.7632,9.7979,-2.5222,-0.038,-0.0009,0.0552,1.4384,5.1974,-7.9456,0.8281,0.2965,-0.0244,-2.7313,-3.4608,0.6805,-0.0039,-0.0086,0.0707,8.4904,527
16.7566,-15.6779,-0.1635,0.0003,0.0106,-0.9035,17.6818,6.1603,-0.1274,-0.0011,0.0079,-10.5065,-4.0461,11.8891,0.0222,-0.0004,-0.067,3.7584,-3.0493,2.0862,0.0836,-0.0006,-0.0867,1.0311,0.3261,-18.5347,-0.4161,-0.2632,0.0886,-0.399,4.7404,2.9423,0.0848,-0.0063,0.0302,-2.5977,27933
-17.3274,9.2666,-0.1403,0.0029,-0.0054,-0.0065,16.6428,11.155,0.2758,-0.0003,-0.0057,-6.4608,-12.1492,5.216,-0.041,-0.0,-0.0244,-16.4345,-0.1352,1.6705,-0.0094,0.0005,0.0938,-0.7195,4.4673,-15.7348,1.2982,-0.0131,0.0837,2.5382,-6.3542,-0.4319,0.0705,-0.0038,0.1143,12.1972,5352
-5.4083,-5.4627,-0.0825,-0.0015,-0.0085,3.5511,11.4409,5.0708,0.3564,0.001,0.0023,7.5335,7.1474,-8.7659,0.0299,-0.0001,0.0471,19.0449,4.0865,-0.083,0.0161,0.0006,0.063,1.4426,2.165,10.7899,-1.2699,0.092,-0.0273,0.1633,4.4658,1.2598,0.0094,0.0054,0.3086,0.9741,5452
-13.0193,9.2141,0.0495,-0.0004,-0.0016,-2.9437,13.4648,-8.1387,0.2198,0.0009,-0.0044,-18.5737,11.3719,11.2149,0.0274,-0.0006,-0.0883,-1.3868,-0.478,0.4689,0.0441,0.0004,-0.0704,-0.3783,2.5268,6.6222,-1.2282,0.0817,-0.0332,1.0061,3.7786,-0.5228,-0.068,-0.0082,-0.2866,2.9935,62671
-10.224,-15.397,0.0181,0.0019,0.0256,-3.764,16.1273,8.218,-0.1285,0.0009,0.0075,2.6325,-12.9828,-5.0448,0.0162,-0.0003,0.0215,4.6067,-1.9871,-2.6908,0.0917,-0.0007,-0.0286,-1.1354,-2.9234,4.5426,0.8282,0.0599,0.0716,1.1651,-1.5473,-2.6742,-0.0162,0.0011,-0.4491,12.9906,47056
-4.8419,18.4456,-0.0338,-0.0023,-0.0273,-2.2302,-2.7326,10.2609,-0.1447,0.0007,0.0005,-13.8094,-7.1153,3.8324,0.0969,-0.0001,-0.0448,19.553,-4.3786,-1.393,-0.0016,-0.0004,0.0836,-0.6535,6.2364,19.2392,-0.5554,0.1758,0.0513,0.9723,-2.0678,-0.0244,-0.0046,0.0059,-0.2289,-0.8422,3915
5.6502,1.3399,0.098,0.0023,0.0117,3.3783,4.1541,-4.0642,0.0726,0.0003,0.0021,-12.1413,6.3303,-8.1271,-0.0927,-0.001,-0.0036,-8.1421,-8.0182,0.1732,-0.0495,0.0006,0.079,1.0429,3.4373,-1.4265,-0.1154,-0.0451,-0.0208,-3.9055,-3.4281,-0.9171,0.0833,0.0014,-0.0973,11.1645,38650
7.5902,-0.8635,0.1247,-0.0028,0.0192,-1.9921,-2.6872,1.2176,-0.3453,0.0013,-0.0045,16.7199,-5.5546,-0.0927,-0.054,0.001,0.0289,-14.0108,5.8953,-0.9817,0.0639,0.001,0.0868,0.3495,5.4209,-13.8589,0.7586,0.1256,0.0387,-0.7746,-6.1458,0.5666,0.0327,-0.0081,-0.3288,-11.2488,48444
4.7738,3.0102,0.0401,-0.0021,-0.0133,-2.5496,-18.2575,6.01,-0.0083,0.0008,0.0008,-5.1514,-10.1864,15.1383,0.0877,0.0,-0.0487,9.4701,-2.5368,-2.1209,-0.0252,0.0008,0.0481,-1.0133,-5.6495,-2.7332,-1.155,0.0343,0.0031,1.9197,-7.6099,-1.2238,0.0395,0.0022,-0.3296,5.1465,37356
-16.1755,15.0771,-0.1785,0.0028,-0.0148,3.1786,6.7181,-0.4844,-0.2794,0.001,-0.0027,5.9156,-10.6294,-7.0686,0.0904,0.0006,0.0225,12.1801,-7.8794,1.7195,0.0362,-0.0007,-0.0291,-0.2105,1.2405,-18.8216,-0.72,0.0779,-0.0208,3.1642,-4.4963,1.485,-0.0768,-0.0026,-0.3272,0.5807,52431
3.6124,-11.9037,-0.0119,-0.0021,-0.0138,-4.4919,2.9303,-11.4216,0.3118,-0.002,-0.0036,16.9808,6.2442,15.5703,0.0239,-0.0003,-0.067,-5.2413,-2.1943,-0.1102,-0.0143,-0.0002,-0.0409,1.3839,-5.3196,10.4139,-0.0895,0.2373,-0.0482,1.6894,-8.0296,-3.2971,-0.0801,-0.0063,-0.0162,5.7706,49923
-1.1025,9.1719,-0.0396,0.0014,0.0082,-0.8624,17.8162,-8.3519,0.3789,0.0013,-0.0011,-18.2021,-9.9343,-11.9591,-0.0271,-0.0007,0.0941,1.9367,3.5399,-2.7554,-0.0376,-0.0005,-0.0948,1.5472,-2.7575,-10.7811,-0.0831,0.1074,-0.0799,0.1705,3.0008,-2.7839,-0.0434,0.0079,0.2513,-4.9796,42591
-15.8412,-10.2615,-0.0776,-0.0006,0.0236,-0.1292,-17.1513,-11.1486,-0.3589,0.0002,0.0016,2.8569,10.3686,-4.1072,-0.0925,-0.0008,0.0706,-4.9349,-0.1856,-2.5512,0.0943,-0.0004,-0.0548,0.3953,5.7517,-9.7828,-0.8336,-0.2446,-0.0878,2.0307,-7.6753,-0.6107,0.0017,0.0008,0.0357,13.7116,2245
-7.5032,-16.4946,-0.1021,0.0012,-0.0044,2.4933,-2.0383,6.7556,-0.3325,-0.0027,-0.003,2.9892,8.4868,12.7775,-0.0143,-0.0006,0.05,-2.3127,-5.7966,-1.0853,0.0154,-0.0004,0.0108,1.0011,-5.0729,-14.8075,-0.662,-0.0788,0.0721,1.3991,-3.2385,-2.7589,-0.0877,-0.0072,0.1387,15.0982,53964
8.8928,-17.3628,0.1055,0.0022,-0.0095,0.291,8.0471,-8.1998,0.0458,0.0027,-0.0078,-13.1522,-6.0399,-9.4963,-0.0945,0.0002,0.0167,8.3774,6.5536,1.0202,-0.0899,-0.0005,0.0628,-0.17,-1.5522,-8.5792,-0.9617,-0.0444,0.0413,3.9468,-6.3598,-2.8807,-0.0286,-0.0025,-0.3642,9.7866,51259
-14.8901,10.7,0.1257,-0.0001,0.0035,4.6312,-7.317,10.8201,-0.0644,0.0023,-0.0023,13.6084,10.7898,1.304,-0.0895,-0.0002,0.0497,13.9934,-0.8191,2.7241,0.0956,-0.0006,-0.0496,0.3734,-0.8692,3.8406,-1.2145,-0.1391,-0.027,-0.8923,-1.0075,-2.6165,0.0154,-0.0054,-0.2266,-11.8506,12877
12.9355,16.0073,0.0492,-0.0019,-0.0013,1.8509,-0.3955,-7.4569,0.2403,-0.0007,0.0033,6.807,-12.0187,11.8815,-0.0247,-0.0004,-0.02,1.4687,-6.9393,-1.0204,-0.098,-0.0009,0.0926,0.9438,-5.2969,7.3161,0.0305,-0.1173,0.0574,-1.2348,3.7443,2.3966,0.0173,-0.0021,0.3815,3.1061,61942
6.999,3.2158,0.0864,0.0011,0.0222,-1.0544,0.8883,6.4384,-0.3424,0.002,-0.0042,-12.8747,-5.6115,8.5784,0.0507,0.0005,0.094,6.1237,-8.8673,-1.1206,0.034,0.0002,0.0084,1.2625,-5.4481,17.1676,1.188,-0.1817,-0.0194,3.6916,-2.4791,-1.4876,0.0794,0.0003,-0.4473,3.7692,0
-4.4201,15.4708,-0.133,0.002,0.0227,-4.5074,-15.6438,-7.1248,0.1062,0.0023,-0.0032,-15.3761,4.9085,-7.7768,0.0533,0.0005,-0.0434,2.503,1.1219,-1.3476,-0.0551,-0.0002,0.0202,0.3269,2.8415,4.887,-1.137,-0.0466,0.0849,-2.8451,-2.1669,2.6219,0.0132,0.0005,-0.2815,-10.2826,59508
3.6863,13.3854,-0.1084,-0.0021,0.0132,1.201,5.8543,11.3388,0.1574,-0.0024,0.0051,18.6038,4.9459,-7.2621,0.0681,-0.0007,0.0601,-15.8671,4.8074,2.032,-0.0047,0.0002,0.0409,-1.2549,-5.7896,5.8073,-1.0379,-0.2465,0.0772,-3.9199,-0.2632,2.8163,-0.0613,0.0046,0.4112,-9.7469,6194
-4.8969,1.7386,-0.0018,-0.0012,-0.0066,-1.9587,-1.653,-3.0955,0.3702,-0.0023,-0.0034,-6.5221,4.693,-15.2981,0.089,-0.0,-0.0002,13.9205,5.1016,0.5631,-0.0856,-0.0003,0.0378,0.0608,-5.4941,-5.0236,0.6755,0.1481,0.0526,-4.0464,-1.6642,1.2126,0.0443,0.0075,0.0681,-2.6308,18721
-10.2243,19.3857,0.1243,-0.0003,-0.0032,0.075,6.6478,1.0257,-0.3959,-0.0007,-0.0004,-17.8802,-11.0922,-4.5485,0.0532,0.0,-0.0821,-4.2914,-4.8082,2.5167,-0.0278,-0.0009,-0.0424,0.8799,-5.3325,-16.3272,-1.2573,-0.1756,0.0828,-0.5877,-0.386,-0.9519,-0.0498,0.0085,0.1684,3.1055,55288
15.692,-3.4698,0.1025,0.003,0.0093,3.8151,5.8053,9.2804,0.3134,-0.0017,-0.006,15.4131,3.5321,13.0273,-0.0704,-0.0002,-0.0655,-12.1388,-9.7429,2.4091,0.0562,-0.0005,-0.0081,-1.5216,-6.2856,-4.8584,-0.2024,-0.0188,-0.0775,2.9546,4.6364,3.2937,0.0944,-0.0038,-0.1069,15.2978,1769
